IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
33168-4434;20120102;insucesso;2;;2;2;20;3;;2;;8;;;;;;;;;;;;;;;3;;;2;1;;;2;1;1;;;1;;;;;;;;9;2;2;2;;;;;1;1;;;;;2;1;;1;1;;;;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;11;;;;;3;;;1;;;;;;;;;;;;5;1;5;;5;3;1;1;8;3;1;7;3;1;4;2;1;;1;1;;2;;;2;;;;;;;;;;;;;;1;;;;;;;148
33169-6402;20130102;SUCESSO;4;;3;3;40;4;;;1;5;;;;;2;;1;1;;;;;;;9;2;;2;;;;;;;1;;2;;;;4;4;;;9;3;3;3;;;;1;;;1;1;;;;;;3;1;;;2;;1;1;;1;;;;10;1;;2;1;1;1;1;;;;;1;;;;;;13;;2;2;;5;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;;3;1;;;;;;;;;23;6;3;1;3;1;;;1;;;208
33457-5490;20120202;insucesso;2;1;1;1;54;8;;;1;2;;;10;;;;;;;;;;1;1;11;;;2;;;;1;;;;;2;1;;1;;;;;4;1;1;1;;;;;3;;1;1;1;;12;6;;1;;;;1;;1;1;;;;;;2;;;1;;1;1;1;;;1;;1;;1;;1;1;37;4;;1;;12;;1;4;;3;2;1;1;;;1;;;3;4;1;2;;1;1;;;8;;;1;;;1;;;;;;;2;1;1;1;3;;;;1;1;1;4;3;;;;;4;1;3;3;;2;1;267
33521-4434;20120102;insucesso;;;;;21;2;;;;;;;;;;;;;;;;;;;11;;;5;1;;;2;2;1;;;;;;;1;;;;3;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;;5;3;1;1;;1;;;;;;;;;;;;;20;2;;3;;8;;2;2;;1;;;;1;1;1;1;;;6;;6;;2;1;;;19;;;6;;;1;;;;;1;;;;;;1;;;1;;;;;;2;;;;2;;;;1;;;155
33680-4434;20120102;insucesso;;;;;26;1;;;;;;;;;1;1;1;;;;;;;;4;;;4;1;1;;;;;;3;2;1;;;;;;;5;;;;;;;;;;;;;;;;;4;2;;1;1;;1;1;;;;;1;5;1;;3;2;;;;;;;;1;;;;;;11;;2;1;;4;1;1;1;;1;;;;;;;;;;2;;2;;1;;;;3;1;1;2;1;1;;;;;;1;;;;;;3;;;1;3;1;1;1;1;;;;;3;1;1;1;;;;128
33680-5384;20120202;insucesso;;;;;28;3;;;;2;;;2;1;1;;1;;;;;;;;5;;;1;1;1;1;1;1;1;;;3;2;;;;;;;4;;;;1;1;;;;;;;;;3;;1;2;;;;1;;;;;;;;;2;;;2;;1;;;;;;;;;;;;;19;1;;1;1;2;;;1;;1;1;;;;;2;1;;;4;;3;;1;;;;7;1;1;4;1;1;2;;1;;;;;;;;;;;;;;;;5;2;;;;;5;;4;2;;;;147
33680-5799;20130101;insucesso;;;;;27;2;;;;1;;;2;2;1;;;;;;;;;;5;;;;;;;;;;;;3;3;;;;;;;3;;;;2;;2;;;1;;;;;2;;2;2;1;;;;;;;;1;1;;;2;;;1;1;;;;;;;;;;;;;;11;1;;;;3;;;2;;1;1;1;1;1;;2;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;;;;;5;;4;4;;;;119
33695-4434;20120102;insucesso;3;;3;3;57;7;;;2;1;;;4;4;5;1;2;;;;;;5;5;11;;;7;2;1;1;;;;1;;;;;1;5;5;;;12;2;2;2;1;;;1;2;;;;;1;6;2;5;13;1;;;1;;1;;;2;1;;;26;5;1;10;1;;;;2;1;5;3;2;;11;;10;2;56;1;2;4;;21;1;2;8;;5;3;1;;2;2;4;4;1;2;8;;8;1;4;3;2;2;10;2;1;4;;;3;;2;;2;;;3;;;3;2;;;;;;;;;;;;;2;1;;;;2;2;456
34011-6402;20130102;SUCESSO;3;1;3;3;34;;;;;2;;;;;;;;;;;;;;;15;1;;7;1;1;;3;2;;;2;2;;;;1;1;;;10;1;1;1;4;;1;1;;2;1;1;1;;;;;3;1;;;1;;;;;;;;;4;1;;2;1;1;;;;;;;;;;;;;59;;3;;;19;;;6;;5;3;2;2;;;1;1;;;11;;9;;;;;;34;3;1;9;1;;;;;;;;;3;1;1;3;3;;;;2;2;;;;1;;;;2;;;;1;;;308
34088-4435;20120102;insucesso;2;1;2;1;27;1;;;;3;;;3;2;2;1;;;;;;;;;5;;;1;1;;;;;;;;;;;;;;;;11;1;1;1;2;;1;;3;;1;1;1;;6;;3;2;1;;;;;;;;;;1;;5;1;;1;1;;;;;;;;;2;;;;;22;;;1;;5;;;3;;1;;;;;;1;1;1;;4;;1;;1;;;;3;;;2;;;;;;;;;;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;151
34088-6590;20130201;SUCESSO;3;1;3;3;40;3;;;;3;;;3;1;2;;2;;2;1;;;1;;11;1;;3;2;2;1;1;1;;;;;;;;4;4;2;2;15;1;1;1;2;;;;;2;1;1;1;;9;;3;11;2;;;4;;2;;;2;2;;1;14;1;;9;1;3;1;;1;1;2;;1;1;6;;2;;26;;3;1;;7;;1;4;1;3;2;;;;;1;1;;;4;;4;;2;2;2;;7;;;2;;;2;;2;;;3;;3;1;1;3;2;;;;;;;;;7;1;1;;2;;;;;2;;309
34561-4433;20120102;SUCESSO;3;;3;3;123;7;;;2;13;3;1;4;;19;;8;;;;2;1;4;;41;;;6;3;3;1;4;3;1;6;8;9;6;5;;7;7;8;8;18;3;3;3;4;;1;1;;1;;;;;7;;;26;7;;1;2;;1;1;1;7;3;;;35;5;;16;2;2;1;1;4;2;3;2;1;2;20;;8;5;78;5;2;4;;21;;1;10;;6;2;2;1;1;;2;2;1;;7;;6;;3;3;3;;9;2;1;5;1;;4;1;4;1;1;2;;3;;;3;32;11;;;11;10;1;12;9;12;10;9;8;13;;10;8;2;2;;878
34845-4434;20120102;insucesso;2;;1;;44;4;1;;;4;1;1;;;3;;3;;;;;;;;7;;1;3;2;2;2;1;1;;1;1;;;;2;2;2;;;6;1;1;;2;;;1;1;;1;1;;;2;1;1;9;4;;1;1;;;;;;;;;13;2;;9;3;1;;;;;;;;;3;1;2;;31;;;1;1;7;;;4;;3;3;3;3;1;;1;;;;6;1;4;2;1;1;1;;8;4;2;3;1;1;3;1;2;;1;;;2;1;;;3;;;;1;1;1;;;6;2;1;;4;2;;;1;2;2;287
34845-5799;20130101;SUCESSO;2;1;1;1;19;2;;;2;1;;;;;;;;;;;;;;;7;;;3;1;;;;;;;;;;;;;;;;3;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;;13;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;;;;;;26;13;5;1;3;;;;1;;;165
35410-6895;20130201;insucesso;;;;;57;6;1;;1;;;;;;2;;;;;;;;;;13;;2;4;3;2;2;;;;;;3;;;;1;1;;;;;;;;;;;;;;;;;;;;2;;;;1;;1;;;;;1;;13;1;;2;;1;1;;;;3;;2;;;;;;37;1;;2;2;12;;;5;;3;3;3;2;2;2;3;3;1;;3;;3;;1;1;;;4;;;1;;;1;;;;;;;;;;;1;;;;1;;;;;2;;;;8;;;;1;;;234
35491-5490;20120202;insucesso;2;;2;2;36;3;;;1;1;;;;;1;;1;;;;;;;;12;;;3;;;;;;;;;;;;1;1;1;;;6;2;2;2;3;;2;;;;;;;;1;;1;10;1;;;1;;1;1;;1;;;;10;;;6;;1;1;1;1;;1;;1;;;;;;41;1;2;3;1;16;;2;5;;3;1;1;1;1;1;1;1;1;;3;;3;;3;2;1;1;3;1;;3;1;;2;1;1;;1;;;2;;;2;;;;;;;;3;3;;;;;3;1;2;2;;1;1;251
35558-5384;20120202;SUCESSO;3;2;1;1;137;6;;;1;16;3;3;1;1;15;;7;;4;2;1;4;;;12;;;4;1;;;;;;2;1;9;7;7;;5;5;4;4;45;1;1;1;15;;1;7;;1;1;1;1;;3;;2;41;12;;;28;7;11;8;5;3;;3;;51;6;2;32;2;22;10;8;2;;11;7;2;;;;;;64;1;;5;2;19;;2;9;1;2;2;;;;;1;;;;3;;2;;1;1;1;;7;2;1;1;1;1;1;1;1;1;;1;;3;2;2;1;4;1;;;1;1;;8;8;8;;;;10;;8;8;;;;821
35686-5489;20120202;SUCESSO;3;;3;3;80;8;;;1;7;1;1;;;6;1;4;;1;;;;;;29;;;10;8;7;5;4;2;2;;;2;2;2;;;;;;19;2;2;2;4;;2;2;;3;;;;;;;;15;1;;;4;;2;1;;;;2;1;23;1;;14;;4;2;1;;;1;1;2;;;;;;148;1;1;10;3;56;;4;29;2;16;11;7;4;2;;4;2;1;;15;1;9;;6;2;2;;30;3;1;13;3;1;3;2;2;2;2;3;;3;;;3;2;;;;;;;6;6;;;;;7;;6;6;;;;743
35698-6030;20130101;insucesso;;;;;12;;;;;1;;;;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;;;;;;4;1;;;3;;1;1;;2;;;;4;;;2;1;2;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;1;;;53
35698-7297;20130202;insucesso;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
35699-5489;20120202;insucesso;;;;;25;1;;;;1;;;;;1;;1;;;;;;;;7;;;2;;;;1;1;;;;;;;;1;1;;;2;;;;;;;;;1;;;;;;;;1;;;;;;;;;1;;;;2;;;1;;;;;;;;;;;;;;;15;;;;;2;;;;;;;;;1;1;1;1;;;3;;2;;;;;;6;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;83
35700-5489;20120202;insucesso;5;3;3;3;94;3;;;1;8;4;2;;;33;9;16;;3;;;;1;;29;;2;12;8;3;1;1;1;1;;;6;3;;;6;6;;;21;3;3;3;6;1;2;2;;2;1;1;1;;;;;41;19;;10;10;;3;2;;7;5;5;2;67;16;4;37;15;8;2;2;5;4;4;4;3;1;3;1;1;;95;;3;7;5;38;1;3;18;;8;5;1;1;;;1;1;1;;11;;10;;7;2;2;1;15;2;;10;2;;3;;3;;2;1;1;6;3;3;3;2;;;;;;;9;9;;;;;14;1;9;9;;;;922
35718-5384;20120202;SUCESSO;2;1;1;1;98;4;;;;12;;1;;;22;1;10;;2;1;;5;;;17;;;8;6;5;5;3;2;1;1;1;2;1;1;;4;4;7;7;24;;;;3;;;2;;1;;;;;;;;25;3;;;9;1;2;;;2;2;1;1;40;2;1;23;1;7;2;;;;8;4;2;1;;;;;51;;2;3;1;23;;2;14;1;9;7;3;3;2;;5;3;1;;13;2;9;;5;4;3;;14;3;1;8;2;1;6;1;5;1;4;;;2;1;1;1;6;2;;;1;;1;3;3;18;9;6;4;4;;1;1;3;;;682
35751-5490;20120202;insucesso;;;;;6;;;;;;;;;;4;;4;;1;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;6;;;;3;;2;;;;;1;3;6;1;;6;;3;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;55
35751-5799;20130101;insucesso;;;;;30;1;;;;;;;;;10;;9;;2;;;;;;11;;;5;;;;2;1;1;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;12;4;;2;2;;1;;;4;4;;;13;;;12;4;2;1;;3;3;;;2;;;;;;44;;;;;9;;;1;;;;;;;;1;1;1;;7;;5;1;4;2;1;;5;5;3;4;4;2;2;2;1;;;;;;;;;2;1;;;;;;1;;;;;;1;;1;;;;;254
35754-5489;20120202;insucesso;;;;;30;2;1;;;1;;;;;1;;1;;;;;;;;5;;;1;1;1;1;;;;;;4;;;;1;1;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;5;;;2;;;;;;;;;;;;;;;14;;;;;1;;;1;;1;1;1;1;;;;;;;2;;2;;;;;;7;;;;;;;;;;;;;;;;;7;1;;;2;2;;;;;;;;4;1;;;;;;110
35754-6030;20130101;insucesso;;;;;27;1;;;;;;;;;;;;;;;;;;;2;;;;;;;2;2;;1;;;;;;1;1;;;7;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;1;;;;;17;;;;;;;;;;;;;;;;;;;;4;;4;;;;;;11;1;;1;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;92
35754-6895;20130201;insucesso;3;;3;2;38;1;;;1;7;1;3;;;2;1;;;;;;;;;17;;;4;3;2;2;1;1;;;;;;;;;;;;10;2;2;2;1;1;1;3;;2;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;37;1;;;;9;;;4;;3;2;2;1;;;1;1;;;4;;4;;;;;;10;1;1;2;1;1;;;;;;;;3;;;2;;;;;;;;;;;;;;1;1;;;;;;213
35799-5384;20120202;SUCESSO;2;1;2;2;100;2;;;;10;3;;2;1;14;1;9;3;1;;;1;;;27;;;8;1;1;1;4;3;1;1;;6;;;;4;4;2;2;21;1;1;1;6;;1;;;;1;1;1;;3;;2;25;11;4;3;6;2;4;1;1;2;2;;;35;7;2;19;7;3;2;;1;;3;1;1;5;2;;1;;79;;2;2;1;20;;1;5;1;2;2;1;1;;;4;2;1;;12;2;7;;4;2;2;;18;7;2;5;3;2;2;2;2;2;;1;;2;1;1;2;8;1;;;3;;;1;;28;16;11;8;14;5;1;;3;1;;713
35816-5799;20130101;SUCESSO;2;;2;2;27;3;;;1;3;;1;2;;2;;;;;;;1;;;6;1;;2;2;1;;;;;2;;1;;;;;;;;5;1;1;1;3;;1;2;;;;;;;2;;;1;;;;;;;;;;;;;7;1;1;;;;;;;;2;;;3;2;;1;;14;;1;4;;5;;3;3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;12;2;;;3;1;;;;1;;;;1;;;;1;;;154
35864-5384;20120202;SUCESSO;2;;2;2;40;2;;;1;6;1;2;;;6;;4;1;1;;;1;;;16;;;5;1;1;1;2;2;;;;;;;;1;1;;;17;1;1;1;5;;4;2;;1;;;;;;;;21;2;;;13;;7;3;2;2;;1;;18;1;;16;2;9;4;;;;2;2;1;;;;;;34;1;;3;3;10;;2;3;;2;2;;;;;;;;;3;;2;;1;1;1;;2;1;;1;1;;1;1;1;1;1;;;2;;;2;;;;;;;;;;;;;;;;;;;;;321
35866-5489;20120202;SUCESSO;4;;4;4;265;22;;;3;14;1;;;;107;32;25;11;6;2;;11;;;59;3;;12;4;2;2;1;1;;;3;13;6;6;;6;6;2;2;29;2;2;2;1;;;;;;;;;;1;;;53;27;11;10;10;5;5;2;;3;1;1;4;137;44;4;43;14;9;4;2;1;;15;7;2;2;;;;;124;2;4;9;5;30;;3;13;1;8;5;5;5;2;;2;2;;;3;;3;;;;;;6;3;3;1;;;;;;;;;;4;;;4;10;5;;;3;2;2;8;7;49;34;22;16;17;4;8;7;6;;;1539
35908-5490;20120202;insucesso;8;5;6;5;29;2;;;2;4;1;1;7;6;1;;;;;;;;2;1;11;;;5;1;;;1;1;;;;;;;;1;1;;;19;6;6;5;6;1;1;3;5;;2;2;2;6;11;2;10;6;1;;1;1;;;;;;;;;12;1;;;;;;;;;;;3;5;4;1;2;;42;;;2;;10;;1;2;;;;;;;;;;;1;1;;1;;;;;;1;;;;;;;;;;;;;8;5;5;5;11;2;6;;1;;;;;;;;;;;;;;;;329
35908-5799;20130101;insucesso;2;1;1;;9;;;;;1;;;;;1;1;;;;;;;;;6;;;3;1;;;;;;;;;;;;;;;;2;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;6;2;;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;3;2;;2;;;;;;;;;;;;;;;;;57
35920-5490;20120202;SUCESSO;4;;4;4;75;7;;;2;6;2;;2;;4;;2;;2;1;;2;;;23;;;5;1;1;;6;5;3;;2;4;2;1;;1;1;;;17;3;3;3;7;;1;;;2;;;;;3;;;4;1;;1;4;1;3;1;1;;;;;10;3;;2;;2;1;;;;2;;;;;;;;93;2;2;2;;19;;1;7;1;3;1;;;;;;;;;16;1;13;;8;6;4;;23;5;2;15;3;;9;2;6;1;5;2;;4;;;4;1;;;;3;1;;5;3;26;1;;;9;1;3;2;2;1;;565
35936-5489;20120202;insucesso;;;;;23;;;;;;;;;;;;;;;;;;;;9;;;4;1;1;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;1;;1;4;1;;1;1;;;;;;;;;1;;;;;24;1;;;;8;;;2;;2;;;;;;1;1;;;1;;1;1;;;;;1;1;1;;;;;;;;;;;;;;;3;1;;;2;2;;;;4;1;1;;5;;;;2;;;121
35936-6400;20130102;insucesso;;;;;15;;;;;;;;1;;;;;;;;;;;;5;;;2;1;1;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;1;;;2;;;;;;;;;1;1;;;3;;;1;;;;;1;1;;;;1;;;;;20;;;3;1;9;;2;4;;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;84
35936-7297;20130202;SUCESSO;2;2;;;48;;;;;3;1;;1;;2;1;1;1;;;;;;;16;;;6;3;1;1;;;;;5;3;;;;;;;;5;;;;3;;;;;;2;2;2;;1;;;4;2;;;;;;;;;;1;;7;2;2;4;2;;;;;;;;1;;;;;;62;1;1;3;2;21;;1;11;;5;3;2;1;1;;4;3;2;;6;1;5;;3;2;2;;8;1;1;6;1;1;3;1;3;1;2;;;2;2;2;;9;3;;;10;8;3;;;35;11;2;;3;;;;2;2;;401
35950-5799;20130101;insucesso;2;2;;;28;1;;;;2;;;;;1;;;;;;;;;;8;;;5;1;;;;;;;;;;;;;;;;5;;;;1;1;;;;1;1;1;1;;;;;1;;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;22;;;1;1;6;;1;1;;;;;;1;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;107
35950-6590;20130201;SUCESSO;2;;2;2;42;1;;;1;2;;;;;1;;;;;;;;;;6;;;5;3;2;2;1;1;;;;;;;;1;1;1;1;7;2;2;2;1;;;;;1;;;;;;;;5;1;1;;;;;;;;;;;6;1;;1;;;;;;;;;;;;;;;15;1;;;;9;;;5;;2;2;2;2;;;2;1;1;;4;1;2;;1;1;1;;9;2;1;2;2;1;2;2;2;2;2;;;2;;;2;;;;;;;;;;;;;;1;;;;;;;191
35962-5384;20120202;insucesso;2;1;1;;40;6;;1;4;12;4;;2;1;4;2;1;;;;;;1;;13;;1;3;;;;;;;;;;;;;;;;;16;1;1;;6;2;;;1;;1;1;1;;2;1;1;3;1;;1;;;;;;2;2;;;7;4;1;3;1;;;;2;2;;;;;1;;;;19;;2;2;1;5;1;;1;;1;;;;;;1;1;;;1;;1;;;;;;1;;;;;;;;;;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;204
35962-6401;20130102;insucesso;3;1;1;1;29;4;1;;;5;1;;;;3;;3;;;;;;;;9;;;3;2;2;;1;1;;;2;2;;;;;;;;9;;;;2;2;;;;;2;2;1;;;;;10;2;;;1;;;;;5;5;;;9;;;9;;1;;;5;5;;;;;1;1;;;20;;2;;;10;1;;7;;4;1;;;;;2;;;1;5;2;2;;1;;;;2;1;1;1;1;1;;;;;;;;3;2;1;1;;;;;2;;1;1;1;;;;;3;2;1;1;;;;230
35962-6895;20130201;insucesso;2;1;1;1;30;12;1;;2;1;1;;;;3;1;2;;;;;;;;9;;;;;;;1;1;;;;1;1;;;;;;;5;;;;4;1;1;;;;1;1;1;;1;;;3;1;;1;;;;;;;;;;4;2;;2;1;;;;;;;;;;1;1;;;10;;2;;;;;;;;;;;;;;;;;;3;;3;;1;1;1;;6;1;1;2;1;1;1;1;1;;;;;2;1;1;1;;;;;;;;3;2;;;;;2;;2;2;;;;154
35966-5384;20120202;SUCESSO;2;1;1;1;118;6;;;;23;5;2;;;42;;36;6;11;4;4;1;;;16;;;7;3;1;1;2;2;1;;2;;;;;7;7;7;7;30;;;;9;;1;2;;;1;1;1;;1;;1;73;22;4;5;29;6;16;6;4;8;8;2;5;62;4;;47;9;18;10;3;4;4;2;1;2;;;;;;30;1;1;2;1;13;;;6;;4;2;1;;1;;3;1;1;;6;1;4;;2;2;;;7;;;2;;;2;;;;;;;2;1;1;1;8;;;;4;3;4;;;;;;;;;;;;;;844
35972-5489;20120202;SUCESSO;2;;2;2;29;1;;;1;3;;;;;2;;;;;;;1;;;9;1;;3;1;;;;;;;;;;;;1;1;1;1;6;2;2;2;1;;;1;;;;;;;1;;;7;1;;;;;;;;;;;;7;2;;2;;;;;;;1;1;;2;;;;;27;;1;2;;7;;1;1;;;;;;;;1;1;1;;5;;5;;3;1;;;12;1;;5;1;;1;;;;;;;2;;;2;2;;;;;;;;;;;;;;;;;;;;181
35990-5489;20120202;SUCESSO;3;1;2;2;91;12;;;;8;6;;;;14;;14;1;6;3;7;;;;31;4;;6;3;2;;1;1;1;;1;6;1;1;;1;1;2;2;14;2;2;2;11;;3;;;;;;;;;;;22;9;1;3;10;7;6;3;2;12;5;;;21;11;4;19;2;9;5;2;10;5;;;;;;;;;76;3;4;3;2;26;;1;14;1;5;2;1;1;;;1;;;;7;;5;;3;1;1;;5;4;1;3;3;1;1;;1;;1;1;;3;1;1;2;;;;;2;;2;2;1;33;6;1;;8;;1;1;1;;;679
36041-5490;20120202;SUCESSO;2;;2;2;41;2;;;2;3;;;2;;;;;;;;;;1;;15;;;4;3;3;2;1;1;;;;2;1;1;;;;;;4;2;2;2;1;;1;;;1;;;;;2;;;6;;;;2;;2;1;1;1;1;;;4;;;4;;1;1;;1;1;;;;;3;;3;3;36;4;1;;;7;;;4;;4;3;3;1;1;;3;2;1;;6;;5;;3;2;2;;7;1;1;4;1;1;2;;2;;1;1;;2;;;2;;;;;1;;;2;2;9;;;;7;;2;2;4;;;282
36054-5384;20120202;SUCESSO;3;2;1;1;35;1;;;1;6;;;5;5;2;1;1;;;;;;;;17;;;7;2;1;1;5;4;1;;;;;;;3;3;;;21;;;;4;;2;2;;1;2;2;2;;7;;6;10;1;;;8;1;6;5;4;1;;2;;12;1;;8;;7;6;5;;;;;1;1;;;;;69;2;1;2;1;26;;;14;;6;2;1;;2;;3;3;1;;11;1;11;;5;3;2;;22;3;2;7;1;;4;1;4;1;3;1;;3;2;2;1;1;;;;;;;3;2;3;;;;3;;2;2;;;;475
36057-5384;20120202;insucesso;3;1;2;2;22;1;;;1;7;1;1;;;2;;1;;;;;1;;;8;;;1;;;;1;;;;;1;;;;1;1;;;13;2;2;2;3;;1;1;;1;1;1;1;;;;;4;2;;;3;;1;;;;;1;;6;1;;4;1;3;1;;;;1;1;;;;;;;19;;3;1;1;1;;;;;;;;;;;1;1;;;2;1;1;;;;;;2;;;;;;;;;;;;;3;1;1;2;2;1;;1;;;;;;;;;;1;;;;;;;160
36057-7297;20130202;SUCESSO;2;2;;;43;8;;;6;2;;;;;2;;1;1;;;;;;;17;;;2;;;;;;;1;;;;;;;;1;1;5;;;;;;;;;;2;2;2;;;;;6;4;;2;3;2;;;;;;;;7;;;6;2;3;;;;;;;;;;;;;36;;1;1;1;2;;;;;;;;;;;1;1;;;3;;3;;1;;;;3;3;2;1;1;;;;;;;;;2;2;2;;1;1;;;;;;;;;;;;1;1;;;;1;;206
36058-5490;20120202;SUCESSO;2;1;1;;78;9;;;4;3;2;;4;1;10;;5;;1;;1;4;1;;24;;;10;4;1;1;1;;;;1;5;;;;;;;;6;1;1;;2;;;;;;;;;;4;;1;19;3;2;;7;2;3;1;;4;3;4;2;25;1;;19;1;7;3;1;4;3;7;5;3;1;1;;1;1;71;2;1;3;2;23;;;7;;2;2;2;2;;;1;;;;12;1;6;;5;1;;;19;1;1;13;1;1;2;;1;;1;2;;2;1;1;;5;;;;1;1;1;;;8;2;;;5;1;;;1;1;;537
36066-6030;20130101;insucesso;;;;;9;;;;;;;;;;;;;;;;;;;;5;;;2;2;1;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;;1;;8;;;;;4;;;3;;1;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;2;;;;1;;;52
36089-5384;20120202;insucesso;1;;;;34;2;;;;9;4;;;;3;1;;;;;;;;;15;;;3;;;;;;;;;;;;;1;1;;;18;;;;8;1;5;;;;1;1;;3;;;;;;;;;;;;;;;;;4;2;;;;;;;;;;;;1;;;;;45;1;2;;;14;;;4;;2;2;;;;;;;;;1;;1;;1;;;;3;;;3;;;;;;;;;;1;1;;;3;;3;;;;;;;;;;;;;;;;;;205
36099-6895;20130201;insucesso;1;1;;;21;1;;;;;;;;;3;;1;;;;;;;;6;;;2;;;;;;;;;1;;;;1;1;;;2;;;;;;;;;;1;1;1;;;;;3;;;;;;;;;;;1;;6;1;1;3;;;;;;;;;;;;;;;15;;;2;2;5;;1;1;;;;;;;;1;1;;;4;;4;;2;;;;7;;;3;;;1;;;;;;;1;1;1;;;;;;;;;;;2;1;;;1;;;;1;;;116
